# Generated by sinthetic-crust1.ipynb on 05 February 2016 20:18:32 UTC
# shape (nlat, nlon):
# 159 119
# lat lon height gravity_anomaly_noisefree gravity_anomaly_noisy
-59.50000 -72.00000 50000.00000 209.02678 209.83932
-59.50000 -71.50000 50000.00000 209.87664 216.05889
-59.50000 -71.00000 50000.00000 210.69465 216.73735
-59.50000 -70.50000 50000.00000 211.67536 209.76952
-59.50000 -70.00000 50000.00000 212.49308 211.01236
-59.50000 -69.50000 50000.00000 213.26221 208.05024
-59.50000 -69.00000 50000.00000 213.62842 206.55913
-59.50000 -68.50000 50000.00000 213.94362 205.44307
-59.50000 -68.00000 50000.00000 214.07248 223.85715
-59.50000 -67.50000 50000.00000 214.31597 211.79851
-59.50000 -67.00000 50000.00000 214.45120 212.29162
-59.50000 -66.50000 50000.00000 214.77171 208.53853
-59.50000 -66.00000 50000.00000 215.17218 219.09042
-59.50000 -65.50000 50000.00000 215.56319 207.52449
-59.50000 -65.00000 50000.00000 215.52123 214.48833
-59.50000 -64.50000 50000.00000 215.31514 210.86860
-59.50000 -64.00000 50000.00000 214.93588 216.90118
-59.50000 -63.50000 50000.00000 214.59825 212.07501
-59.50000 -63.00000 50000.00000 214.16073 208.28836
-59.50000 -62.50000 50000.00000 213.92998 213.81986
-59.50000 -62.00000 50000.00000 213.72215 215.89460
-59.50000 -61.50000 50000.00000 213.83177 214.19515
-59.50000 -61.00000 50000.00000 214.03430 215.57746
-59.50000 -60.50000 50000.00000 214.45929 211.31847
-59.50000 -60.00000 50000.00000 214.73564 212.95273
-59.50000 -59.50000 50000.00000 214.96881 211.63731
-59.50000 -59.00000 50000.00000 214.86376 213.09679
-59.50000 -58.50000 50000.00000 214.21561 210.18067
-59.50000 -58.00000 50000.00000 212.67602 204.07541
-59.50000 -57.50000 50000.00000 211.10893 212.02686
-59.50000 -57.00000 50000.00000 210.07072 208.09261
-59.50000 -56.50000 50000.00000 209.58149 201.46129
-59.50000 -56.00000 50000.00000 209.19936 211.54406
-59.50000 -55.50000 50000.00000 209.12097 204.61527
-59.50000 -55.00000 50000.00000 209.17229 209.46281
-59.50000 -54.50000 50000.00000 209.57690 213.25314
-59.50000 -54.00000 50000.00000 210.03899 210.71469
-59.50000 -53.50000 50000.00000 210.62008 216.34788
-59.50000 -53.00000 50000.00000 210.96140 204.81806
-59.50000 -52.50000 50000.00000 211.39085 213.43335
-59.50000 -52.00000 50000.00000 211.74413 208.35087
-59.50000 -51.50000 50000.00000 212.06842 207.74522
-59.50000 -51.00000 50000.00000 211.90154 209.03809
-59.50000 -50.50000 50000.00000 211.51338 209.98641
-59.50000 -50.00000 50000.00000 210.81673 211.12835
-59.50000 -49.50000 50000.00000 210.31471 204.51976
-59.50000 -49.00000 50000.00000 210.00264 214.53757
-59.50000 -48.50000 50000.00000 210.07356 212.43267
-59.50000 -48.00000 50000.00000 210.25772 202.60730
-59.50000 -47.50000 50000.00000 210.90300 218.37505
-59.50000 -47.00000 50000.00000 211.86442 221.37466
-59.50000 -46.50000 50000.00000 213.04956 218.97425
-59.50000 -46.00000 50000.00000 213.88864 213.01981
-59.50000 -45.50000 50000.00000 214.57136 209.24839
-59.50000 -45.00000 50000.00000 214.82030 220.12335
-59.50000 -44.50000 50000.00000 214.63924 212.65415
-59.50000 -44.00000 50000.00000 213.66877 219.81178
-59.50000 -43.50000 50000.00000 212.65466 213.72683
-59.50000 -43.00000 50000.00000 211.96090 216.87489
-59.50000 -42.50000 50000.00000 212.01037 213.82300
-59.50000 -42.00000 50000.00000 212.64638 216.21004
-59.50000 -41.50000 50000.00000 214.03993 214.12322
-59.50000 -41.00000 50000.00000 215.79761 224.75776
-59.50000 -40.50000 50000.00000 217.61834 218.28370
-59.50000 -40.00000 50000.00000 218.86147 220.90221
-59.50000 -39.50000 50000.00000 219.37436 228.82090
-59.50000 -39.00000 50000.00000 218.89841 212.19041
-59.50000 -38.50000 50000.00000 218.13143 211.80980
-59.50000 -38.00000 50000.00000 217.48554 222.36332
-59.50000 -37.50000 50000.00000 217.31368 211.47886
-59.50000 -37.00000 50000.00000 217.68025 227.42915
-59.50000 -36.50000 50000.00000 218.60698 216.56968
-59.50000 -36.00000 50000.00000 219.77262 216.06614
-59.50000 -35.50000 50000.00000 220.45460 230.10011
-59.50000 -35.00000 50000.00000 220.02032 227.45369
-59.50000 -34.50000 50000.00000 218.51096 227.87954
-59.50000 -34.00000 50000.00000 216.31362 220.87464
-59.50000 -33.50000 50000.00000 213.54603 209.27069
-59.50000 -33.00000 50000.00000 210.25843 219.83955
-59.50000 -32.50000 50000.00000 205.78236 204.47313
-59.50000 -32.00000 50000.00000 199.31707 203.36015
-59.50000 -31.50000 50000.00000 189.71293 194.47998
-59.50000 -31.00000 50000.00000 175.16484 174.42058
-59.50000 -30.50000 50000.00000 153.06334 156.16453
-59.00000 -89.50000 50000.00000 156.06207 160.70390
-59.00000 -89.00000 50000.00000 178.53882 180.45175
-59.00000 -88.50000 50000.00000 193.50025 188.03404
-59.00000 -88.00000 50000.00000 203.13716 204.65914
-59.00000 -87.50000 50000.00000 209.75736 216.42008
-59.00000 -87.00000 50000.00000 214.27678 210.83473
-59.00000 -86.50000 50000.00000 217.71105 216.99367
-59.00000 -86.00000 50000.00000 220.19131 218.04633
-59.00000 -85.50000 50000.00000 222.28114 231.55825
-59.00000 -85.00000 50000.00000 223.83772 227.22999
-59.00000 -84.50000 50000.00000 225.23246 227.30056
-59.00000 -84.00000 50000.00000 226.20721 222.38843
-59.00000 -83.50000 50000.00000 227.12933 229.85637
-59.00000 -83.00000 50000.00000 227.76727 224.42640
-59.00000 -82.50000 50000.00000 228.47563 228.66558
-59.00000 -82.00000 50000.00000 228.99308 225.84464
-59.00000 -81.50000 50000.00000 229.62370 233.03666
-59.00000 -81.00000 50000.00000 230.06421 232.97796
-59.00000 -80.50000 50000.00000 230.61511 229.60441
-59.00000 -80.00000 50000.00000 230.97531 232.98614
-59.00000 -79.50000 50000.00000 231.43622 226.00171
-59.00000 -79.00000 50000.00000 231.68941 224.26392
-59.00000 -78.50000 50000.00000 232.04906 234.27681
-59.00000 -78.00000 50000.00000 232.23156 233.09572
-59.00000 -77.50000 50000.00000 232.55913 235.76508
-59.00000 -77.00000 50000.00000 232.74464 244.69116
-59.00000 -76.50000 50000.00000 233.09795 237.85115
-59.00000 -76.00000 50000.00000 233.31809 228.78477
-59.00000 -75.50000 50000.00000 233.71901 239.33489
-59.00000 -75.00000 50000.00000 233.97523 227.42649
-59.00000 -74.50000 50000.00000 234.40971 232.13258
-59.00000 -74.00000 50000.00000 234.69027 234.37986
-59.00000 -73.50000 50000.00000 235.18994 243.78745
-59.00000 -73.00000 50000.00000 235.61347 231.92049
-59.00000 -72.50000 50000.00000 236.30614 232.20474
-59.00000 -72.00000 50000.00000 236.91911 236.45764
-59.00000 -71.50000 50000.00000 237.77182 234.48523
-59.00000 -71.00000 50000.00000 238.48761 244.15158
-59.00000 -70.50000 50000.00000 239.38302 234.01416
-59.00000 -70.00000 50000.00000 240.04721 234.34066
-59.00000 -69.50000 50000.00000 240.74910 238.59080
-59.00000 -69.00000 50000.00000 241.06130 238.60194
-59.00000 -68.50000 50000.00000 241.42972 251.10817
-59.00000 -68.00000 50000.00000 241.58720 246.36510
-59.00000 -67.50000 50000.00000 241.95023 242.41878
-59.00000 -67.00000 50000.00000 242.18647 236.09009
-59.00000 -66.50000 50000.00000 242.70935 246.96196
-59.00000 -66.00000 50000.00000 243.13141 238.16113
-59.00000 -65.50000 50000.00000 243.59700 235.90393
-59.00000 -65.00000 50000.00000 243.55004 249.52099
-59.00000 -64.50000 50000.00000 243.50258 245.11809
-59.00000 -64.00000 50000.00000 243.27442 247.90951
-59.00000 -63.50000 50000.00000 243.24581 244.87024
-59.00000 -63.00000 50000.00000 243.03706 247.35201
-59.00000 -62.50000 50000.00000 243.08296 239.85862
-59.00000 -62.00000 50000.00000 243.09523 237.95481
-59.00000 -61.50000 50000.00000 243.37869 246.81746
-59.00000 -61.00000 50000.00000 243.47704 239.49079
-59.00000 -60.50000 50000.00000 243.65130 240.23434
-59.00000 -60.00000 50000.00000 243.48145 241.23459
-59.00000 -59.50000 50000.00000 243.37008 243.48827
-59.00000 -59.00000 50000.00000 242.90562 241.16644
-59.00000 -58.50000 50000.00000 242.09971 235.25575
-59.00000 -58.00000 50000.00000 240.40563 237.21834
-59.00000 -57.50000 50000.00000 238.77003 227.68380
-59.00000 -57.00000 50000.00000 237.47997 240.63692
-59.00000 -56.50000 50000.00000 236.83121 228.85172
-59.00000 -56.00000 50000.00000 236.28624 230.79512
-59.00000 -55.50000 50000.00000 236.14800 236.43962
-59.00000 -55.00000 50000.00000 236.14230 232.47528
-59.00000 -54.50000 50000.00000 236.60109 244.34696
-59.00000 -54.00000 50000.00000 237.13042 230.69693
-59.00000 -53.50000 50000.00000 237.84095 239.20700
-59.00000 -53.00000 50000.00000 238.22751 238.06189
-59.00000 -52.50000 50000.00000 238.72347 232.91380
-59.00000 -52.00000 50000.00000 239.10513 241.75231
-59.00000 -51.50000 50000.00000 239.59348 238.76654
-59.00000 -51.00000 50000.00000 239.67755 243.56730
-59.00000 -50.50000 50000.00000 239.63797 243.78629
-59.00000 -50.00000 50000.00000 239.19102 250.03799
-59.00000 -49.50000 50000.00000 238.94022 245.65365
-59.00000 -49.00000 50000.00000 238.85068 237.03557
-59.00000 -48.50000 50000.00000 239.29962 238.13352
-59.00000 -48.00000 50000.00000 239.96388 245.49297
-59.00000 -47.50000 50000.00000 241.03746 244.34457
-59.00000 -47.00000 50000.00000 242.08715 245.31860
-59.00000 -46.50000 50000.00000 243.31513 235.26115
-59.00000 -46.00000 50000.00000 244.27031 244.17947
-59.00000 -45.50000 50000.00000 245.17410 241.51474
-59.00000 -45.00000 50000.00000 245.52056 246.95098
-59.00000 -44.50000 50000.00000 245.50324 245.04328
-59.00000 -44.00000 50000.00000 244.71965 249.30134
-59.00000 -43.50000 50000.00000 243.87656 245.49344
-59.00000 -43.00000 50000.00000 243.08600 247.04843
-59.00000 -42.50000 50000.00000 242.94761 240.64631
-59.00000 -42.00000 50000.00000 243.33924 238.64781
-59.00000 -41.50000 50000.00000 244.59624 242.57679
-59.00000 -41.00000 50000.00000 246.22882 246.17452
-59.00000 -40.50000 50000.00000 248.02474 249.95130
-59.00000 -40.00000 50000.00000 249.02188 260.34922
-59.00000 -39.50000 50000.00000 249.30186 249.12136
-59.00000 -39.00000 50000.00000 248.50210 243.75316
-59.00000 -38.50000 50000.00000 247.61035 245.91124
-59.00000 -38.00000 50000.00000 246.92370 244.63652
-59.00000 -37.50000 50000.00000 247.01239 249.45059
-59.00000 -37.00000 50000.00000 247.53297 239.85978
-59.00000 -36.50000 50000.00000 248.64097 248.98808
-59.00000 -36.00000 50000.00000 249.60499 250.41831
-59.00000 -35.50000 50000.00000 250.12007 251.31177
-59.00000 -35.00000 50000.00000 249.23121 246.27542
-59.00000 -34.50000 50000.00000 247.50090 246.34208
-59.00000 -34.00000 50000.00000 244.83243 237.74292
-59.00000 -33.50000 50000.00000 241.69118 239.25537
-59.00000 -33.00000 50000.00000 237.53026 234.84675
-59.00000 -32.50000 50000.00000 232.23426 234.34531
-59.00000 -32.00000 50000.00000 224.59174 218.84162
-59.00000 -31.50000 50000.00000 213.69898 217.63576
-59.00000 -31.00000 50000.00000 196.98422 204.48744
-59.00000 -30.50000 50000.00000 171.91172 161.59258
-58.50000 -89.50000 50000.00000 164.58275 166.74484
-58.50000 -89.00000 50000.00000 188.38253 191.79786
-58.50000 -88.50000 50000.00000 204.17735 201.02096
-58.50000 -88.00000 50000.00000 214.58526 212.62969
-58.50000 -87.50000 50000.00000 221.62033 220.98672
-58.50000 -87.00000 50000.00000 226.63596 225.17780
-58.50000 -86.50000 50000.00000 230.28281 228.76854
-58.50000 -86.00000 50000.00000 233.11271 224.76349
-58.50000 -85.50000 50000.00000 235.30103 241.09349
-58.50000 -85.00000 50000.00000 237.12111 242.55000
-58.50000 -84.50000 50000.00000 238.53789 234.50187
-58.50000 -84.00000 50000.00000 239.69489 232.39356
-58.50000 -83.50000 50000.00000 240.57972 243.21583
-58.50000 -83.00000 50000.00000 241.39336 238.54522
-58.50000 -82.50000 50000.00000 242.10557 242.84613
-58.50000 -82.00000 50000.00000 242.86711 241.30126
-58.50000 -81.50000 50000.00000 243.53033 247.01882
-58.50000 -81.00000 50000.00000 244.14710 247.65164
-58.50000 -80.50000 50000.00000 244.61243 241.01523
-58.50000 -80.00000 50000.00000 245.04272 238.15670
-58.50000 -79.50000 50000.00000 245.34370 237.45981
-58.50000 -79.00000 50000.00000 245.62958 248.71228
-58.50000 -78.50000 50000.00000 245.81393 239.90042
-58.50000 -78.00000 50000.00000 246.02306 243.51977
-58.50000 -77.50000 50000.00000 246.16965 243.21888
-58.50000 -77.00000 50000.00000 246.37481 246.14277
-58.50000 -76.50000 50000.00000 246.54003 236.88942
-58.50000 -76.00000 50000.00000 246.77444 247.74913
-58.50000 -75.50000 50000.00000 246.96777 249.61802
-58.50000 -75.00000 50000.00000 247.22052 247.69343
-58.50000 -74.50000 50000.00000 247.41391 245.89027
-58.50000 -74.00000 50000.00000 247.65803 248.17582
-58.50000 -73.50000 50000.00000 247.88889 249.91492
-58.50000 -73.00000 50000.00000 248.26061 234.42844
-58.50000 -72.50000 50000.00000 248.65029 258.46064
-58.50000 -72.00000 50000.00000 249.13926 251.12052
-58.50000 -71.50000 50000.00000 249.57979 246.34854
-58.50000 -71.00000 50000.00000 250.04812 248.12414
-58.50000 -70.50000 50000.00000 250.42714 252.92664
-58.50000 -70.00000 50000.00000 250.81508 250.26535
-58.50000 -69.50000 50000.00000 251.08463 240.96200
-58.50000 -69.00000 50000.00000 251.34615 261.69941
-58.50000 -68.50000 50000.00000 251.57057 251.04866
-58.50000 -68.00000 50000.00000 251.93875 257.07041
-58.50000 -67.50000 50000.00000 252.36352 248.93407
-58.50000 -67.00000 50000.00000 252.94712 260.65980
-58.50000 -66.50000 50000.00000 253.55715 255.01966
-58.50000 -66.00000 50000.00000 254.24302 257.31804
-58.50000 -65.50000 50000.00000 254.69896 249.50348
-58.50000 -65.00000 50000.00000 254.90162 260.98814
-58.50000 -64.50000 50000.00000 254.96851 258.44839
-58.50000 -64.00000 50000.00000 255.24740 261.78743
-58.50000 -63.50000 50000.00000 255.54604 252.43640
-58.50000 -63.00000 50000.00000 255.86209 253.48775
-58.50000 -62.50000 50000.00000 256.16027 267.71065
-58.50000 -62.00000 50000.00000 256.62475 251.35546
-58.50000 -61.50000 50000.00000 256.98800 256.33905
-58.50000 -61.00000 50000.00000 257.15919 262.87444
-58.50000 -60.50000 50000.00000 256.96619 257.48561
-58.50000 -60.00000 50000.00000 256.52877 259.47433
-58.50000 -59.50000 50000.00000 255.92870 253.96224
-58.50000 -59.00000 50000.00000 255.35724 257.23831
-58.50000 -58.50000 50000.00000 254.35603 247.85419
-58.50000 -58.00000 50000.00000 252.79541 261.11685
-58.50000 -57.50000 50000.00000 251.07082 250.51079
-58.50000 -57.00000 50000.00000 249.84707 246.47697
-58.50000 -56.50000 50000.00000 249.00906 252.37177
-58.50000 -56.00000 50000.00000 248.51008 246.23728
-58.50000 -55.50000 50000.00000 248.21054 241.57004
-58.50000 -55.00000 50000.00000 248.26550 241.56271
-58.50000 -54.50000 50000.00000 248.59593 252.09559
-58.50000 -54.00000 50000.00000 249.27288 248.50580
-58.50000 -53.50000 50000.00000 249.94380 249.30609
-58.50000 -53.00000 50000.00000 250.49826 255.91777
-58.50000 -52.50000 50000.00000 250.92047 245.31713
-58.50000 -52.00000 50000.00000 251.45166 247.82907
-58.50000 -51.50000 50000.00000 251.96225 250.06864
-58.50000 -51.00000 50000.00000 252.46721 252.96976
-58.50000 -50.50000 50000.00000 252.72815 252.54808
-58.50000 -50.00000 50000.00000 252.79687 251.39323
-58.50000 -49.50000 50000.00000 252.81190 252.53456
-58.50000 -49.00000 50000.00000 253.17367 252.66794
-58.50000 -48.50000 50000.00000 253.93104 250.36381
-58.50000 -48.00000 50000.00000 255.20481 251.17064
-58.50000 -47.50000 50000.00000 256.51912 257.92250
-58.50000 -47.00000 50000.00000 257.64894 253.22515
-58.50000 -46.50000 50000.00000 258.60995 252.85397
-58.50000 -46.00000 50000.00000 259.66878 258.13812
-58.50000 -45.50000 50000.00000 260.53728 259.77974
-58.50000 -45.00000 50000.00000 261.07440 272.38881
-58.50000 -44.50000 50000.00000 261.11740 257.62470
-58.50000 -44.00000 50000.00000 260.78968 265.53678
-58.50000 -43.50000 50000.00000 260.13246 263.89920
-58.50000 -43.00000 50000.00000 259.46735 253.55342
-58.50000 -42.50000 50000.00000 259.02502 262.92208
-58.50000 -42.00000 50000.00000 259.24023 253.35162
-58.50000 -41.50000 50000.00000 260.10218 246.83712
-58.50000 -41.00000 50000.00000 261.62188 264.68427
-58.50000 -40.50000 50000.00000 263.09883 254.35017
-58.50000 -40.00000 50000.00000 263.99793 266.28339
-58.50000 -39.50000 50000.00000 263.93656 260.54730
-58.50000 -39.00000 50000.00000 263.05170 271.38025
-58.50000 -38.50000 50000.00000 261.93231 267.30565
-58.50000 -38.00000 50000.00000 261.41341 259.17728
-58.50000 -37.50000 50000.00000 261.48180 258.07340
-58.50000 -37.00000 50000.00000 262.13961 256.10002
-58.50000 -36.50000 50000.00000 262.93442 260.76060
-58.50000 -36.00000 50000.00000 263.56386 262.19288
-58.50000 -35.50000 50000.00000 263.41549 261.62282
-58.50000 -35.00000 50000.00000 262.21089 263.02520
-58.50000 -34.50000 50000.00000 260.04280 262.96620
-58.50000 -34.00000 50000.00000 257.25648 259.03554
-58.50000 -33.50000 50000.00000 253.64289 249.85296
-58.50000 -33.00000 50000.00000 249.04319 241.88502
-58.50000 -32.50000 50000.00000 242.98815 249.84161
-58.50000 -32.00000 50000.00000 234.90890 231.49245
-58.50000 -31.50000 50000.00000 223.35758 220.12690
-58.50000 -31.00000 50000.00000 206.08442 203.50927
-58.50000 -30.50000 50000.00000 179.97031 170.78576
-58.00000 -89.50000 50000.00000 169.19781 166.83874
-58.00000 -89.00000 50000.00000 193.50986 191.14238
-58.00000 -88.50000 50000.00000 209.81404 212.94663
-58.00000 -88.00000 50000.00000 220.45011 223.97319
-58.00000 -87.50000 50000.00000 227.87564 227.92529
-58.00000 -87.00000 50000.00000 233.03372 237.72376
-58.00000 -86.50000 50000.00000 237.01966 238.75028
-58.00000 -86.00000 50000.00000 239.94508 239.89746
-58.00000 -85.50000 50000.00000 242.41506 243.25050
-58.00000 -85.00000 50000.00000 244.25402 243.33154
-58.00000 -84.50000 50000.00000 245.92218 243.97873
-58.00000 -84.00000 50000.00000 247.16035 245.85248
-58.00000 -83.50000 50000.00000 248.35574 242.74648
-58.00000 -83.00000 50000.00000 249.20447 250.63747
-58.00000 -82.50000 50000.00000 250.11156 245.17674
-58.00000 -82.00000 50000.00000 250.78439 255.02334
-58.00000 -81.50000 50000.00000 251.55659 250.34009
-58.00000 -81.00000 50000.00000 252.05704 252.33531
-58.00000 -80.50000 50000.00000 252.61485 255.11483
-58.00000 -80.00000 50000.00000 252.88049 256.12786
-58.00000 -79.50000 50000.00000 253.22434 245.40201
-58.00000 -79.00000 50000.00000 253.32404 252.32031
-58.00000 -78.50000 50000.00000 253.53122 257.96291
-58.00000 -78.00000 50000.00000 253.50861 245.04887
-58.00000 -77.50000 50000.00000 253.64237 255.60957
-58.00000 -77.00000 50000.00000 253.62504 242.37801
-58.00000 -76.50000 50000.00000 253.80133 248.71959
-58.00000 -76.00000 50000.00000 253.81028 254.03422
-58.00000 -75.50000 50000.00000 253.98257 245.72979
-58.00000 -75.00000 50000.00000 253.95101 249.05425
-58.00000 -74.50000 50000.00000 254.04566 246.71728
-58.00000 -74.00000 50000.00000 253.90216 262.17363
-58.00000 -73.50000 50000.00000 253.89199 254.74393
-58.00000 -73.00000 50000.00000 253.67353 256.54077
-58.00000 -72.50000 50000.00000 253.59392 252.51134
-58.00000 -72.00000 50000.00000 253.26705 251.53068
-58.00000 -71.50000 50000.00000 253.06097 245.00940
-58.00000 -71.00000 50000.00000 252.60928 251.18089
-58.00000 -70.50000 50000.00000 252.29040 248.51373
-58.00000 -70.00000 50000.00000 251.75728 256.07769
-58.00000 -69.50000 50000.00000 251.43999 257.17629
-58.00000 -69.00000 50000.00000 251.07005 258.43374
-58.00000 -68.50000 50000.00000 251.25344 255.54699
-58.00000 -68.00000 50000.00000 251.75706 248.79459
-58.00000 -67.50000 50000.00000 252.83704 247.28835
-58.00000 -67.00000 50000.00000 253.85936 257.72347
-58.00000 -66.50000 50000.00000 255.05725 256.86951
-58.00000 -66.00000 50000.00000 255.91545 247.10355
-58.00000 -65.50000 50000.00000 256.78154 258.58974
-58.00000 -65.00000 50000.00000 257.31213 261.41552
-58.00000 -64.50000 50000.00000 258.02313 258.34855
-58.00000 -64.00000 50000.00000 258.66047 257.76599
-58.00000 -63.50000 50000.00000 259.53421 255.52676
-58.00000 -63.00000 50000.00000 260.18014 252.97826
-58.00000 -62.50000 50000.00000 260.96570 264.99798
-58.00000 -62.00000 50000.00000 261.50937 259.99459
-58.00000 -61.50000 50000.00000 262.10983 260.97330
-58.00000 -61.00000 50000.00000 262.28433 270.97873
-58.00000 -60.50000 50000.00000 262.37700 265.83030
-58.00000 -60.00000 50000.00000 262.01435 263.89926
-58.00000 -59.50000 50000.00000 261.71166 262.45276
-58.00000 -59.00000 50000.00000 261.11535 268.74612
-58.00000 -58.50000 50000.00000 260.25752 268.88626
-58.00000 -58.00000 50000.00000 258.55139 263.22970
-58.00000 -57.50000 50000.00000 256.94179 259.88371
-58.00000 -57.00000 50000.00000 255.69540 245.25318
-58.00000 -56.50000 50000.00000 255.12001 255.76941
-58.00000 -56.00000 50000.00000 254.65238 254.03264
-58.00000 -55.50000 50000.00000 254.52656 255.02712
-58.00000 -55.00000 50000.00000 254.39615 259.14218
-58.00000 -54.50000 50000.00000 254.71097 241.04338
-58.00000 -54.00000 50000.00000 255.20297 252.38721
-58.00000 -53.50000 50000.00000 256.00736 257.38767
-58.00000 -53.00000 50000.00000 256.57737 254.27394
-58.00000 -52.50000 50000.00000 257.24779 250.19405
-58.00000 -52.00000 50000.00000 257.72688 262.10249
-58.00000 -51.50000 50000.00000 258.36920 259.78435
-58.00000 -51.00000 50000.00000 258.80814 253.98341
-58.00000 -50.50000 50000.00000 259.35589 260.96077
-58.00000 -50.00000 50000.00000 259.66654 263.80526
-58.00000 -49.50000 50000.00000 260.22565 260.28291
-58.00000 -49.00000 50000.00000 260.85752 264.89114
-58.00000 -48.50000 50000.00000 262.00740 262.42949
-58.00000 -48.00000 50000.00000 263.29931 261.35396
-58.00000 -47.50000 50000.00000 264.73424 258.96793
-58.00000 -47.00000 50000.00000 265.63674 265.23788
-58.00000 -46.50000 50000.00000 266.49874 267.50099
-58.00000 -46.00000 50000.00000 267.14071 271.55066
-58.00000 -45.50000 50000.00000 267.88719 267.34245
-58.00000 -45.00000 50000.00000 268.24838 270.56625
-58.00000 -44.50000 50000.00000 268.53956 263.74729
-58.00000 -44.00000 50000.00000 268.35282 264.47047
-58.00000 -43.50000 50000.00000 268.08801 267.56686
-58.00000 -43.00000 50000.00000 267.47583 262.23349
-58.00000 -42.50000 50000.00000 267.21068 271.34272
-58.00000 -42.00000 50000.00000 267.29141 269.63786
-58.00000 -41.50000 50000.00000 268.28791 269.71419
-58.00000 -41.00000 50000.00000 269.82513 271.55044
-58.00000 -40.50000 50000.00000 271.67218 281.80819
-58.00000 -40.00000 50000.00000 272.77700 270.46347
-58.00000 -39.50000 50000.00000 273.22338 262.24697
-58.00000 -39.00000 50000.00000 272.60114 273.62844
-58.00000 -38.50000 50000.00000 271.86206 271.63984
-58.00000 -38.00000 50000.00000 271.19861 268.64181
-58.00000 -37.50000 50000.00000 271.10896 266.24560
-58.00000 -37.00000 50000.00000 271.12167 268.95652
-58.00000 -36.50000 50000.00000 271.33114 272.26863
-58.00000 -36.00000 50000.00000 271.02711 268.54382
-58.00000 -35.50000 50000.00000 270.37641 282.46947
-58.00000 -35.00000 50000.00000 268.81572 264.04400
-58.00000 -34.50000 50000.00000 266.76171 262.82691
-58.00000 -34.00000 50000.00000 263.80608 252.39377
-58.00000 -33.50000 50000.00000 260.19342 261.48164
-58.00000 -33.00000 50000.00000 255.27291 245.22167
-58.00000 -32.50000 50000.00000 249.12205 246.45557
-58.00000 -32.00000 50000.00000 240.70986 239.36230
-58.00000 -31.50000 50000.00000 229.03436 225.51651
-58.00000 -31.00000 50000.00000 211.30761 220.03277
-58.00000 -30.50000 50000.00000 184.71995 189.72271
-57.50000 -89.50000 50000.00000 171.99230 178.61877
-57.50000 -89.00000 50000.00000 196.68949 192.30819
-57.50000 -88.50000 50000.00000 213.09181 218.76558
-57.50000 -88.00000 50000.00000 223.98380 226.49460
-57.50000 -87.50000 50000.00000 231.47760 235.36542
-57.50000 -87.00000 50000.00000 236.89312 242.07111
-57.50000 -86.50000 50000.00000 240.95055 236.43753
-57.50000 -86.00000 50000.00000 244.14282 242.05202
-57.50000 -85.50000 50000.00000 246.66623 251.01001
-57.50000 -85.00000 50000.00000 248.71975 235.47245
-57.50000 -84.50000 50000.00000 250.42130 258.01873
-57.50000 -84.00000 50000.00000 251.93892 254.73537
-57.50000 -83.50000 50000.00000 253.22342 253.02569
-57.50000 -83.00000 50000.00000 254.29884 255.43217
-57.50000 -82.50000 50000.00000 255.17074 250.05186
-57.50000 -82.00000 50000.00000 255.93824 254.21932
-57.50000 -81.50000 50000.00000 256.58455 262.11677
