# Generated by sinthetic-simple.ipynb on 03 February 2016 20:47:07 UTC
# shape (nlat, nlon):
# 79 99
# lat lon height gravity_anomaly_noisefree gravity_anomaly_noisy
10.00000 -17.34694 50000.00000 -210.53329 -214.91177
10.00000 -16.32653 50000.00000 -207.28092 -217.12446
10.00000 -15.30612 50000.00000 -203.85744 -205.53655
10.00000 -14.28571 50000.00000 -200.10562 -199.26343
10.00000 -13.26531 50000.00000 -196.16703 -189.95514
10.00000 -12.24490 50000.00000 -191.85709 -185.78475
10.00000 -11.22449 50000.00000 -187.33858 -189.21477
10.00000 -10.20408 50000.00000 -182.39636 -183.84743
10.00000 -9.18367 50000.00000 -177.22104 -182.40336
10.00000 -8.16327 50000.00000 -171.56660 -178.60624
10.00000 -7.14286 50000.00000 -165.65616 -174.12707
10.00000 -6.12245 50000.00000 -159.21554 -149.40122
10.00000 -5.10204 50000.00000 -152.50226 -154.99008
10.00000 -4.08163 50000.00000 -145.21966 -147.34959
10.00000 -3.06122 50000.00000 -137.65816 -143.86169
10.00000 -2.04082 50000.00000 -129.50697 -125.55907
10.00000 -1.02041 50000.00000 -121.08424 -129.09328
10.00000 0.00000 50000.00000 -112.07578 -113.07904
10.00000 1.02041 50000.00000 -102.81851 -107.23540
10.00000 2.04082 50000.00000 -93.00751 -91.01255
10.00000 3.06122 50000.00000 -82.98597 -85.47955
10.00000 4.08163 50000.00000 -72.47226 -78.31497
10.00000 5.10204 50000.00000 -61.80035 -61.88082
10.00000 6.12245 50000.00000 -50.72606 -48.52396
10.00000 7.14286 50000.00000 -39.55705 -39.16402
10.00000 8.16327 50000.00000 -28.10314 -26.53033
10.00000 9.18367 50000.00000 -16.62527 -19.73644
10.00000 10.20408 50000.00000 -4.99715 -6.75041
10.00000 11.22449 50000.00000 6.58262 3.28076
10.00000 12.24490 50000.00000 18.16279 16.42547
10.00000 13.26531 50000.00000 29.62606 25.62077
10.00000 14.28571 50000.00000 40.93666 32.36569
10.00000 15.30612 50000.00000 52.06935 53.01693
10.00000 16.32653 50000.00000 62.90325 60.95479
10.00000 17.34694 50000.00000 73.50993 65.41938
10.00000 18.36735 50000.00000 83.68890 86.06326
10.00000 19.38776 50000.00000 93.60662 89.13058
10.00000 20.40816 50000.00000 102.99510 103.31527
10.00000 21.42857 50000.00000 112.10878 115.81468
10.00000 22.44898 50000.00000 120.63699 121.34235
10.00000 23.46939 50000.00000 128.92341 134.68086
10.00000 24.48980 50000.00000 136.74032 130.62663
10.00000 25.51020 50000.00000 144.52263 146.59478
10.00000 26.53061 50000.00000 152.82221 149.45860
10.00000 27.55102 50000.00000 161.57228 157.27874
10.00000 28.57143 50000.00000 172.91134 170.07754
10.00000 29.59184 50000.00000 184.52979 183.03247
10.00000 30.61224 50000.00000 195.84175 196.18302
10.00000 31.63265 50000.00000 205.75932 199.99402
10.00000 32.65306 50000.00000 207.67690 212.24147
10.00000 33.67347 50000.00000 207.54436 209.93312
10.00000 34.69388 50000.00000 203.39594 195.77516
10.00000 35.71429 50000.00000 198.81757 206.31927
10.00000 36.73469 50000.00000 196.79204 206.33193
10.00000 37.75510 50000.00000 195.37251 201.32685
10.00000 38.77551 50000.00000 195.62052 194.78135
10.00000 39.79592 50000.00000 196.16680 190.87348
10.00000 40.81633 50000.00000 196.79534 202.12804
10.00000 41.83673 50000.00000 197.37413 195.41869
10.00000 42.85714 50000.00000 197.65621 203.82888
10.00000 43.87755 50000.00000 197.74629 198.84811
10.00000 44.89796 50000.00000 197.42734 202.37098
10.00000 45.91837 50000.00000 196.72956 198.57184
10.00000 46.93878 50000.00000 195.30134 198.89465
10.00000 47.95918 50000.00000 192.72644 192.83939
10.00000 48.97959 50000.00000 187.27951 196.26931
10.00000 50.00000 50000.00000 171.88948 172.58449
10.76923 -50.00000 50000.00000 -200.16571 -198.09532
10.76923 -48.97959 50000.00000 -221.62374 -212.14754
10.76923 -47.95918 50000.00000 -230.70346 -237.38181
10.76923 -46.93878 50000.00000 -235.86567 -242.15764
10.76923 -45.91837 50000.00000 -239.78271 -234.87528
10.76923 -44.89796 50000.00000 -242.73816 -248.54333
10.76923 -43.87755 50000.00000 -245.52992 -235.75136
10.76923 -42.85714 50000.00000 -247.82002 -249.82767
10.76923 -41.83673 50000.00000 -250.17785 -253.85468
10.76923 -40.81633 50000.00000 -252.13083 -242.45568
10.76923 -39.79592 50000.00000 -254.20873 -246.74571
10.76923 -38.77551 50000.00000 -255.87842 -246.48018
10.76923 -37.75510 50000.00000 -257.67378 -253.08311
10.76923 -36.73469 50000.00000 -259.01979 -263.26547
10.76923 -35.71429 50000.00000 -260.47014 -250.85937
10.76923 -34.69388 50000.00000 -261.41717 -262.69674
10.76923 -33.67347 50000.00000 -262.44040 -258.36768
10.76923 -32.65306 50000.00000 -262.90835 -258.11164
10.76923 -31.63265 50000.00000 -263.42665 -264.14125
10.76923 -30.61224 50000.00000 -263.34974 -260.21890
10.76923 -29.59184 50000.00000 -263.30520 -258.63372
10.76923 -28.57143 50000.00000 -262.64330 -260.70072
10.76923 -27.55102 50000.00000 -262.00612 -267.44268
10.76923 -26.53061 50000.00000 -260.74823 -259.19660
10.76923 -25.51020 50000.00000 -259.51716 -252.82479
10.76923 -24.48980 50000.00000 -257.67738 -261.08978
10.76923 -23.46939 50000.00000 -255.87301 -256.56074
10.76923 -22.44898 50000.00000 -253.48032 -255.59565
10.76923 -21.42857 50000.00000 -251.13317 -241.82640
10.76923 -20.40816 50000.00000 -248.21773 -244.79581
10.76923 -19.38776 50000.00000 -245.35408 -243.25633
10.76923 -18.36735 50000.00000 -241.93342 -245.72256
10.76923 -17.34694 50000.00000 -238.56234 -235.80565
10.76923 -16.32653 50000.00000 -234.63059 -237.94181
10.76923 -15.30612 50000.00000 -230.73503 -230.51544
10.76923 -14.28571 50000.00000 -226.25759 -229.37638
10.76923 -13.26531 50000.00000 -221.79147 -218.34886
10.76923 -12.24490 50000.00000 -216.70615 -213.76275
10.76923 -11.22449 50000.00000 -211.59784 -212.57889
10.76923 -10.20408 50000.00000 -205.82201 -203.78153
10.76923 -9.18367 50000.00000 -199.98346 -205.38832
10.76923 -8.16327 50000.00000 -193.42585 -200.82170
10.76923 -7.14286 50000.00000 -186.76555 -184.50815
10.76923 -6.12245 50000.00000 -179.34065 -178.44684
10.76923 -5.10204 50000.00000 -171.77830 -168.54269
10.76923 -4.08163 50000.00000 -163.42109 -151.44492
10.76923 -3.06122 50000.00000 -154.90187 -150.11902
10.76923 -2.04082 50000.00000 -145.58116 -150.08482
10.76923 -1.02041 50000.00000 -136.08784 -130.44231
10.76923 0.00000 50000.00000 -125.82557 -132.34466
10.76923 1.02041 50000.00000 -115.37813 -117.62561
10.76923 2.04082 50000.00000 -104.22596 -104.50672
10.76923 3.06122 50000.00000 -92.91572 -84.28856
10.76923 4.08163 50000.00000 -80.98884 -84.65217
10.76923 5.10204 50000.00000 -68.94618 -73.01793
10.76923 6.12245 50000.00000 -56.41739 -56.84920
10.76923 7.14286 50000.00000 -43.80888 -47.06583
10.76923 8.16327 50000.00000 -30.87383 -25.18020
10.76923 9.18367 50000.00000 -17.92571 -23.26492
10.76923 10.20408 50000.00000 -4.81500 -10.49190
10.76923 11.22449 50000.00000 8.23109 6.10244
10.76923 12.24490 50000.00000 21.26439 18.83467
10.76923 13.26531 50000.00000 34.16219 43.87029
10.76923 14.28571 50000.00000 46.86751 51.67506
10.76923 15.30612 50000.00000 59.37537 59.87358
10.76923 16.32653 50000.00000 71.52451 65.45778
10.76923 17.34694 50000.00000 83.41927 87.70153
10.76923 18.36735 50000.00000 94.81261 89.87198
10.76923 19.38776 50000.00000 105.91594 98.25253
10.76923 20.40816 50000.00000 116.40563 122.40622
10.76923 21.42857 50000.00000 126.59339 128.23855
10.76923 22.44898 50000.00000 136.10599 140.77073
10.76923 23.46939 50000.00000 145.35634 147.01043
10.76923 24.48980 50000.00000 154.04352 158.38812
10.76923 25.51020 50000.00000 162.70100 159.50632
10.76923 26.53061 50000.00000 171.78262 166.67185
10.76923 27.55102 50000.00000 181.40716 184.87558
10.76923 28.57143 50000.00000 193.75656 189.79995
10.76923 29.59184 50000.00000 206.55186 203.16455
10.76923 30.61224 50000.00000 219.62744 217.41023
10.76923 31.63265 50000.00000 231.17781 231.32565
10.76923 32.65306 50000.00000 234.29938 232.58986
10.76923 33.67347 50000.00000 234.87873 228.06442
10.76923 34.69388 50000.00000 230.18585 227.02820
10.76923 35.71429 50000.00000 224.78969 213.73312
10.76923 36.73469 50000.00000 222.02393 225.21053
10.76923 37.75510 50000.00000 219.92812 211.97827
10.76923 38.77551 50000.00000 219.99371 214.53224
10.76923 39.79592 50000.00000 220.41808 220.73935
10.76923 40.81633 50000.00000 221.09873 217.46136
10.76923 41.83673 50000.00000 221.69702 229.47254
10.76923 42.85714 50000.00000 222.04046 215.63662
10.76923 43.87755 50000.00000 222.12014 223.51584
10.76923 44.89796 50000.00000 221.80079 221.66482
10.76923 45.91837 50000.00000 220.99566 215.21564
10.76923 46.93878 50000.00000 219.40579 222.08262
10.76923 47.95918 50000.00000 216.40580 215.60851
10.76923 48.97959 50000.00000 210.01634 213.93574
10.76923 50.00000 50000.00000 191.87353 196.05150
11.53846 -50.00000 50000.00000 -209.97636 -199.09973
11.53846 -48.97959 50000.00000 -233.34232 -226.59924
11.53846 -47.95918 50000.00000 -243.37102 -245.15649
11.53846 -46.93878 50000.00000 -249.29897 -250.43542
11.53846 -45.91837 50000.00000 -253.60104 -248.04230
11.53846 -44.89796 50000.00000 -257.08651 -253.74975
11.53846 -43.87755 50000.00000 -260.15257 -256.89147
11.53846 -42.85714 50000.00000 -262.91934 -270.94367
11.53846 -41.83673 50000.00000 -265.52166 -265.58284
11.53846 -40.81633 50000.00000 -267.93148 -271.56119
11.53846 -39.79592 50000.00000 -270.23393 -268.77386
11.53846 -38.77551 50000.00000 -272.33657 -272.76688
11.53846 -37.75510 50000.00000 -274.32480 -269.71346
11.53846 -36.73469 50000.00000 -276.06284 -274.41631
11.53846 -35.71429 50000.00000 -277.65482 -273.66274
11.53846 -34.69388 50000.00000 -278.93189 -281.20354
11.53846 -33.67347 50000.00000 -280.02476 -284.68655
11.53846 -32.65306 50000.00000 -280.74108 -282.73088
11.53846 -31.63265 50000.00000 -281.23973 -281.26439
11.53846 -30.61224 50000.00000 -281.31522 -279.35901
11.53846 -29.59184 50000.00000 -281.15121 -269.79422
11.53846 -28.57143 50000.00000 -280.53932 -280.69016
11.53846 -27.55102 50000.00000 -279.68094 -284.40022
11.53846 -26.53061 50000.00000 -278.37313 -280.04260
11.53846 -25.51020 50000.00000 -276.82599 -279.08352
11.53846 -24.48980 50000.00000 -274.84689 -272.37903
11.53846 -23.46939 50000.00000 -272.64572 -280.28926
11.53846 -22.44898 50000.00000 -270.04063 -269.66387
11.53846 -21.42857 50000.00000 -267.23462 -266.39165
11.53846 -20.40816 50000.00000 -264.05264 -262.83129
11.53846 -19.38776 50000.00000 -260.68791 -263.61405
11.53846 -18.36735 50000.00000 -256.96471 -258.09387
11.53846 -17.34694 50000.00000 -253.06808 -260.12794
11.53846 -16.32653 50000.00000 -248.81227 -251.21843
11.53846 -15.30612 50000.00000 -244.37998 -247.03384
11.53846 -14.28571 50000.00000 -239.56601 -237.42531
11.53846 -13.26531 50000.00000 -234.55949 -240.27996
11.53846 -12.24490 50000.00000 -229.12820 -225.16176
11.53846 -11.22449 50000.00000 -223.47768 -215.94481
11.53846 -10.20408 50000.00000 -217.34410 -227.63358
11.53846 -9.18367 50000.00000 -210.95875 -208.76702
11.53846 -8.16327 50000.00000 -204.02548 -200.58050
11.53846 -7.14286 50000.00000 -196.80819 -199.93493
11.53846 -6.12245 50000.00000 -188.98168 -190.90760
11.53846 -5.10204 50000.00000 -180.84573 -181.44969
11.53846 -4.08163 50000.00000 -172.05308 -173.48159
11.53846 -3.06122 50000.00000 -162.93830 -164.42291
11.53846 -2.04082 50000.00000 -153.14222 -161.46179
11.53846 -1.02041 50000.00000 -143.02848 -137.20638
11.53846 0.00000 50000.00000 -132.23880 -126.78026
11.53846 1.02041 50000.00000 -121.15560 -125.16198
11.53846 2.04082 50000.00000 -109.43612 -116.70780
11.53846 3.06122 50000.00000 -97.46727 -94.80150
11.53846 4.08163 50000.00000 -84.93760 -87.75610
11.53846 5.10204 50000.00000 -72.22080 -71.45059
11.53846 6.12245 50000.00000 -59.05241 -60.58860
11.53846 7.14286 50000.00000 -45.77344 -42.25530
11.53846 8.16327 50000.00000 -32.18382 -28.64963
11.53846 9.18367 50000.00000 -18.56928 -22.13682
11.53846 10.20408 50000.00000 -4.80561 -11.66199
11.53846 11.22449 50000.00000 8.89435 1.04010
11.53846 12.24490 50000.00000 22.56786 25.68021
11.53846 13.26531 50000.00000 36.09249 30.20864
11.53846 14.28571 50000.00000 49.41296 46.93932
11.53846 15.30612 50000.00000 62.50903 59.58790
11.53846 16.32653 50000.00000 75.23336 75.03097
11.53846 17.34694 50000.00000 87.67311 78.05216
11.53846 18.36735 50000.00000 99.59628 100.60062
11.53846 19.38776 50000.00000 111.19477 113.87467
11.53846 20.40816 50000.00000 122.16655 122.66911
11.53846 21.42857 50000.00000 132.79956 131.30557
11.53846 22.44898 50000.00000 142.74782 143.29526
11.53846 23.46939 50000.00000 152.39545 154.45113
11.53846 24.48980 50000.00000 161.45798 147.65547
11.53846 25.51020 50000.00000 170.44729 180.28730
11.53846 26.53061 50000.00000 179.75334 181.76426
11.53846 27.55102 50000.00000 189.58668 186.38508
11.53846 28.57143 50000.00000 202.13012 200.23580
11.53846 29.59184 50000.00000 215.22505 217.75420
11.53846 30.61224 50000.00000 229.32802 228.80795
11.53846 31.63265 50000.00000 242.00470 231.91172
11.53846 32.65306 50000.00000 246.36337 256.74628
11.53846 33.67347 50000.00000 247.99343 247.50117
11.53846 34.69388 50000.00000 243.08138 248.24269
11.53846 35.71429 50000.00000 237.27605 233.87625
11.53846 36.73469 50000.00000 233.78951 241.53184
11.53846 37.75510 50000.00000 231.07842 232.57059
11.53846 38.77551 50000.00000 230.81669 233.92136
11.53846 39.79592 50000.00000 231.08558 225.91976
11.53846 40.81633 50000.00000 231.67366 237.78983
11.53846 41.83673 50000.00000 232.27976 235.78930
11.53846 42.85714 50000.00000 232.56456 239.13424
11.53846 43.87755 50000.00000 232.64684 229.56685
11.53846 44.89796 50000.00000 232.22841 229.88372
11.53846 45.91837 50000.00000 231.35393 242.93396
11.53846 46.93878 50000.00000 229.53917 224.29954
11.53846 47.95918 50000.00000 226.23475 225.61545
11.53846 48.97959 50000.00000 219.14915 224.89405
11.53846 50.00000 50000.00000 199.64133 200.19040
12.30769 -50.00000 50000.00000 -215.73378 -212.75857
12.30769 -48.97959 50000.00000 -240.09592 -242.03272
12.30769 -47.95918 50000.00000 -251.04010 -249.12937
12.30769 -46.93878 50000.00000 -257.39115 -263.86333
12.30769 -45.91837 50000.00000 -262.33909 -253.98799
12.30769 -44.89796 50000.00000 -266.08978 -266.62016
12.30769 -43.87755 50000.00000 -269.72734 -273.06778
12.30769 -42.85714 50000.00000 -272.71771 -269.32535
12.30769 -41.83673 50000.00000 -275.87368 -278.11683
12.30769 -40.81633 50000.00000 -278.48767 -285.09852
12.30769 -39.79592 50000.00000 -281.33000 -288.00315
12.30769 -38.77551 50000.00000 -283.60931 -280.08000
12.30769 -37.75510 50000.00000 -286.10866 -286.84608
12.30769 -36.73469 50000.00000 -287.97630 -288.58436
12.30769 -35.71429 50000.00000 -290.02811 -284.57894
12.30769 -34.69388 50000.00000 -291.36501 -296.93869
12.30769 -33.67347 50000.00000 -292.84288 -296.43582
12.30769 -32.65306 50000.00000 -293.52890 -295.39285
12.30769 -31.63265 50000.00000 -294.31799 -293.78578
12.30769 -30.61224 50000.00000 -294.25915 -294.40956
12.30769 -29.59184 50000.00000 -294.27882 -295.65281
12.30769 -28.57143 50000.00000 -293.42387 -293.67156
12.30769 -27.55102 50000.00000 -292.63981 -293.11590
12.30769 -26.53061 50000.00000 -290.98563 -294.52321
12.30769 -25.51020 50000.00000 -289.41082 -293.41534
12.30769 -24.48980 50000.00000 -286.99664 -285.56362
12.30769 -23.46939 50000.00000 -284.68160 -289.07573
12.30769 -22.44898 50000.00000 -281.57407 -287.30040
12.30769 -21.42857 50000.00000 -278.58927 -280.09028
12.30769 -20.40816 50000.00000 -274.86200 -275.58989
12.30769 -19.38776 50000.00000 -271.27671 -259.93265
12.30769 -18.36735 50000.00000 -266.98935 -270.45241
12.30769 -17.34694 50000.00000 -262.85183 -258.07508
12.30769 -16.32653 50000.00000 -258.03326 -254.23687
12.30769 -15.30612 50000.00000 -253.35656 -259.24084
12.30769 -14.28571 50000.00000 -247.99573 -244.06902
12.30769 -13.26531 50000.00000 -242.74607 -248.60502
12.30769 -12.24490 50000.00000 -236.79770 -250.03312
12.30769 -11.22449 50000.00000 -230.91568 -227.82364
12.30769 -10.20408 50000.00000 -224.29069 -233.00970
12.30769 -9.18367 50000.00000 -217.67815 -215.36303
12.30769 -8.16327 50000.00000 -210.28262 -213.64223
12.30769 -7.14286 50000.00000 -202.84322 -194.48502
12.30769 -6.12245 50000.00000 -194.57240 -189.16941
12.30769 -5.10204 50000.00000 -186.21189 -188.41838
12.30769 -4.08163 50000.00000 -176.98719 -180.36593
12.30769 -3.06122 50000.00000 -167.63760 -173.64754
12.30769 -2.04082 50000.00000 -157.41688 -159.56105
12.30769 -1.02041 50000.00000 -147.05149 -148.39283
12.30769 0.00000 50000.00000 -135.85072 -137.61374
12.30769 1.02041 50000.00000 -124.48545 -123.64149
12.30769 2.04082 50000.00000 -112.35626 -109.40321
12.30769 3.06122 50000.00000 -100.08463 -98.27592
12.30769 4.08163 50000.00000 -87.14841 -90.90868
12.30769 5.10204 50000.00000 -74.10896 -81.23747
12.30769 6.12245 50000.00000 -60.55073 -53.66763
12.30769 7.14286 50000.00000 -46.92377 -50.31057
12.30769 8.16327 50000.00000 -32.95352 -36.15454
12.30769 9.18367 50000.00000 -18.98068 -21.52619
12.30769 10.20408 50000.00000 -4.85383 -14.00873
12.30769 11.22449 50000.00000 9.20672 6.87730
12.30769 12.24490 50000.00000 23.22613 20.88829
12.30769 13.26531 50000.00000 37.09993 40.26216
12.30769 14.28571 50000.00000 50.73727 54.29000
12.30769 15.30612 50000.00000 64.16852 64.24782
12.30769 16.32653 50000.00000 77.17483 81.89452
12.30769 17.34694 50000.00000 89.93057 91.69084
12.30769 18.36735 50000.00000 102.10530 102.08734
12.30769 19.38776 50000.00000 113.99202 114.85711
12.30769 20.40816 50000.00000 125.18294 124.29012
12.30769 21.42857 50000.00000 136.08391 134.17011
12.30769 22.44898 50000.00000 146.22455 144.94632
12.30769 23.46939 50000.00000 156.12281 150.54320
12.30769 24.48980 50000.00000 165.33916 166.80181
12.30769 25.51020 50000.00000 174.53504 169.62986
12.30769 26.53061 50000.00000 183.84638 188.11498
12.30769 27.55102 50000.00000 193.74393 192.55708
12.30769 28.57143 50000.00000 206.13527 206.44319
12.30769 29.59184 50000.00000 219.28242 221.81205
12.30769 30.61224 50000.00000 234.04603 237.32305
12.30769 31.63265 50000.00000 247.56629 239.77362
12.30769 32.65306 50000.00000 253.34870 252.37462
12.30769 33.67347 50000.00000 256.17235 260.63369
12.30769 34.69388 50000.00000 251.39503 242.96495
12.30769 35.71429 50000.00000 245.35313 247.34998
12.30769 36.73469 50000.00000 241.22109 230.00372
12.30769 37.75510 50000.00000 237.76136 232.70927
12.30769 38.77551 50000.00000 237.17637 237.42997
12.30769 39.79592 50000.00000 237.13984 228.91671
12.30769 40.81633 50000.00000 237.67057 232.80346
12.30769 41.83673 50000.00000 238.17992 230.88119
12.30769 42.85714 50000.00000 238.46071 246.76183
12.30769 43.87755 50000.00000 238.45758 239.33916
12.30769 44.89796 50000.00000 238.00764 240.90454
12.30769 45.91837 50000.00000 236.99189 235.93896
12.30769 46.93878 50000.00000 235.05019 233.34348
12.30769 47.95918 50000.00000 231.43981 223.41788
12.30769 48.97959 50000.00000 223.92355 222.52481
12.30769 50.00000 50000.00000 203.65818 199.91116
13.07692 -50.00000 50000.00000 -219.75791 -215.40785
13.07692 -48.97959 50000.00000 -245.05462 -239.28867
13.07692 -47.95918 50000.00000 -256.50597 -249.11263
13.07692 -46.93878 50000.00000 -263.55347 -259.23026
13.07692 -45.91837 50000.00000 -268.80576 -271.73859
13.07692 -44.89796 50000.00000 -273.16180 -278.68084
13.07692 -43.87755 50000.00000 -277.05487 -273.16111
13.07692 -42.85714 50000.00000 -280.62902 -278.78711
13.07692 -41.83673 50000.00000 -284.02642 -292.80867
13.07692 -40.81633 50000.00000 -287.21457 -285.37672
13.07692 -39.79592 50000.00000 -290.28206 -286.14901
13.07692 -38.77551 50000.00000 -293.11366 -292.75859
13.07692 -37.75510 50000.00000 -295.80367 -296.66850
13.07692 -36.73469 50000.00000 -298.17890 -302.15670
13.07692 -35.71429 50000.00000 -300.36219 -307.53442
13.07692 -34.69388 50000.00000 -302.13595 -298.07402
13.07692 -33.67347 50000.00000 -303.66124 -305.14637
13.07692 -32.65306 50000.00000 -304.68983 -305.79672
13.07692 -31.63265 50000.00000 -305.42227 -296.69822
13.07692 -30.61224 50000.00000 -305.59506 -302.11211
13.07692 -29.59184 50000.00000 -305.44269 -303.52812
13.07692 -28.57143 50000.00000 -304.70174 -303.93098
13.07692 -27.55102 50000.00000 -303.62985 -295.96943
13.07692 -26.53061 50000.00000 -301.97647 -293.31808
13.07692 -25.51020 50000.00000 -300.00868 -295.30070
13.07692 -24.48980 50000.00000 -297.49686 -294.52529
13.07692 -23.46939 50000.00000 -294.70363 -305.11620
13.07692 -22.44898 50000.00000 -291.42239 -290.74333
13.07692 -21.42857 50000.00000 -287.90021 -288.49030
13.07692 -20.40816 50000.00000 -283.94940 -283.41918
13.07692 -19.38776 50000.00000 -279.79553 -275.01986
13.07692 -18.36735 50000.00000 -275.26079 -288.89873
13.07692 -17.34694 50000.00000 -270.54956 -273.33567
13.07692 -16.32653 50000.00000 -265.48194 -264.07198
13.07692 -15.30612 50000.00000 -260.24752 -262.52130
13.07692 -14.28571 50000.00000 -254.65192 -261.67600
13.07692 -13.26531 50000.00000 -248.88079 -244.47553
13.07692 -12.24490 50000.00000 -242.71482 -241.27002
13.07692 -11.22449 50000.00000 -236.34875 -241.14383
13.07692 -10.20408 50000.00000 -229.53155 -227.89702
13.07692 -9.18367 50000.00000 -222.47958 -218.31120
13.07692 -8.16327 50000.00000 -214.90795 -214.82104
13.07692 -7.14286 50000.00000 -207.06445 -203.00118
13.07692 -6.12245 50000.00000 -198.63300 -198.18125
13.07692 -5.10204 50000.00000 -189.89827 -191.81397
13.07692 -4.08163 50000.00000 -180.52002 -186.25668
13.07692 -3.06122 50000.00000 -170.82009 -171.18930
13.07692 -2.04082 50000.00000 -160.44465 -159.41274
13.07692 -1.02041 50000.00000 -149.74763 -145.30802
13.07692 0.00000 50000.00000 -138.37492 -138.89002
13.07692 1.02041 50000.00000 -126.70237 -124.35485
13.07692 2.04082 50000.00000 -114.39077 -119.15338
13.07692 3.06122 50000.00000 -101.82317 -105.67587
13.07692 4.08163 50000.00000 -88.69155 -89.18305
13.07692 5.10204 50000.00000 -75.36794 -80.58063
13.07692 6.12245 50000.00000 -61.59191 -57.43022
13.07692 7.14286 50000.00000 -47.70398 -45.32788
13.07692 8.16327 50000.00000 -33.50684 -32.05092
13.07692 9.18367 50000.00000 -19.28831 -17.53335
13.07692 10.20408 50000.00000 -4.92899 5.23667
13.07692 11.22449 50000.00000 9.35735 7.07347
13.07692 12.24490 50000.00000 23.60278 12.65602
13.07692 13.26531 50000.00000 37.68411 38.74105
13.07692 14.28571 50000.00000 51.53978 51.34721
13.07692 15.30612 50000.00000 65.15076 62.62361
13.07692 16.32653 50000.00000 78.36293 73.52922
13.07692 17.34694 50000.00000 91.26752 89.13202
13.07692 18.36735 50000.00000 103.62726 104.59440
13.07692 19.38776 50000.00000 115.64041 113.18677
13.07692 20.40816 50000.00000 127.00398 139.12669
13.07692 21.42857 50000.00000 138.01132 133.26924
13.07692 22.44898 50000.00000 148.31969 144.41455
13.07692 23.46939 50000.00000 158.31035 146.92769
13.07692 24.48980 50000.00000 167.67763 168.99550
13.07692 25.51020 50000.00000 176.92442 166.90283
13.07692 26.53061 50000.00000 186.25200 183.61517
13.07692 27.55102 50000.00000 196.04511 194.72720
13.07692 28.57143 50000.00000 208.26698 204.77879
13.07692 29.59184 50000.00000 221.24752 230.00233
13.07692 30.61224 50000.00000 236.54134 241.57376
13.07692 31.63265 50000.00000 250.78519 257.44132
13.07692 32.65306 50000.00000 257.94280 253.59116
13.07692 33.67347 50000.00000 262.10968 267.81309
13.07692 34.69388 50000.00000 257.52977 260.07022
13.07692 35.71429 50000.00000 251.44113 255.35861
13.07692 36.73469 50000.00000 246.61713 251.82477
13.07692 37.75510 50000.00000 242.46995 237.98658
13.07692 38.77551 50000.00000 241.45857 239.39743
13.07692 39.79592 50000.00000 241.15234 245.52576
13.07692 40.81633 50000.00000 241.53454 228.31689
13.07692 41.83673 50000.00000 242.00186 249.62895
13.07692 42.85714 50000.00000 242.20035 245.02646
13.07692 43.87755 50000.00000 242.17778 242.00971
13.07692 44.89796 50000.00000 241.62748 242.79046
13.07692 45.91837 50000.00000 240.55073 235.46150
13.07692 46.93878 50000.00000 238.43798 236.74870
13.07692 47.95918 50000.00000 234.65520 240.21707
13.07692 48.97959 50000.00000 226.81161 233.36216
13.07692 50.00000 50000.00000 206.11257 219.65414
13.84615 -50.00000 50000.00000 -223.01733 -223.32651
13.84615 -48.97959 50000.00000 -248.84265 -252.07497
13.84615 -47.95918 50000.00000 -260.98244 -263.49317
